Job Title,Description ,District ,Work Mode,URL
Programador Web Front-End,"La Cámara de Comercio Exterior es una organización que tiene como propósito establecer lazos empresariales, los cuales incentivan, incrementan y desarrollan la economía a nivel internacional. A su vez, junto a su canal educativo, busca el crecimiento profesional de las personas gracias a nuestros cursos de educación continua.
Requisitos:
Egresado o Estudiante del último ciclo de la carrera de Computación e Informática o afines.
Conocimiento en HTML, CSS, JavaScript, Tailwind CSS, Sass o LESS, Bootstrap, Maquetación web, Figma, Consumo de Apis, Git.
Mínimo 1 año desarrollando soluciones web y landings.
Responsabilidades:
Creación, modificación y mantenimiento de webs y landings responsive.
Desarrollar interfaces de usuario atractivas y funcionales
Optimizar el rendimiento de la aplicación web
Documentar el desarrollo y mantenimiento del código
Trabajar en equipo con desarrolladores.
Seguir las tendencias y mejores prácticas del desarrollo web
Beneficios:
Planilla directa con beneficios de ley.
Sueldo de acuerdo al mercado.
Horario: Lunes a Viernes 9am - 5:45pm y Sábados de 9am - 1pm.
Lugar: San Isidro","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-web-front-end-camara-de-comercio-exterior-s.a.c.-1116748969.html
Analista Backend Java Junior,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Analista Backend Java Junior con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Requerido
Java 8 (1-2 años)
RESTful (0.5 años)
Spring Boot (1 año)
Lenguaje SQL (1 año)
Spring Data JPA (0.5 años)
Maven (0.5 años)
Git (0.5 años)
JUnit (0.5 años)
Deseable
Python
Apache Spark
Funciones del puesto:
Resolución de errores identificados durante la iteración.
Diseño y desarrollo de aplicaciones
Ayuda a mantener un catálogo de servicios bien documentado.
Ayuda a escribir Infraestructura como código para soportar servicios desarrollados.
Desarrollo de pruebas unitarias de los componentes creados.
Soporte para las pruebas.
Realización de merge del código fuente, la integración con los demás desarrolladores.
Documentación de lo desarrollado. Entregables:
Código Fuente, Manual técnico, Manual de usuario
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Minsait, technology for a more human future!","Jesús María, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-backend-java-junior-indra-peru-1116524007.html
Programador Java,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow. Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo. ¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito! Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!","San Isidro, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/programador-java-inetum-peru-1116750252.html
Desarrollador Fullstack Senior Azure,"¡Únete a una de las mejores empresas para trabajar en Perú!
LUCKY.- Somos el grupo empresarial líder en servicios integrales de promoción, soporte en la gestión del punto de venta e información activa de marketing en el Perú. Nos encontramos en la búsqueda de personas talentosas como tú que puedan integrarse a nuestra gran familia en la posición de:
Analista de Desarrollo Web Azure
¿Qué funciones realizarás?
Análisis y diseño de sistemas
Programación orientada a objetos y compilación, con las técnicas y herramientas mas avanzadas disponibles.
Integración de Frontend con el Backend.
Revisión y prueba de aplicaciones. Corrección de errores.
Documentación de sistemas y procesos desarrollados.
Soporte a usuarios.
¿Qué buscamos?
Experiencia mínima 3 Años como Desarrollador Fullstack o Desarrollador de Sistemas Web o Analista Programador
Experiencia no menor a 2 Años como Azure Developer, Implementador Azure, Cloud Engineer
Base de datos SQL Server nivel intermedio (Transac-sql, generación de VIEW´s, PROCEDURES) Obligatorio
Angular v13+ - Obligatorio
Angular Material - Obligatorio
Bootstrap, HTML5, Web Responsive - Obligatorio
Conocimiento en metodologías de desarrollo de software - Obligatorio
Desarrollo de API´s REST .NET6+ DAPPER - Obligatorio
Experiencia en Gestión de Proyectos Web con Git y Azure Devops - Obligatorio
Experiencia en Atención de Requerimientos e Incidencias
Metodologías de Análisis y Diseño de Base de Datos.
Análisis y propuesta de solución basado en Métricas. - Obligatorio
Experiencia como Azure Security Engineer – Obligatorio
Análisis y Diseño de Arquitecturas de Software en Nube – Obligatorio
¿Qué ofrecemos?
Ingreso a planilla con todos los beneficios de ley desde el primer día de trabajo.
Pagos puntuales
Excelente clima laboral
Compromiso de un aprendizaje constante y la posibilidad de realizar una linea de carrera.
Si quieres formar parte de una cultura basada en el buen humor, pasión y compromiso, ¿Qué esperas? ¡Postula con nosotros y empieza a crear tu propia historia!¡Juntos seguiremos siendo la empresa más admirada del sector! Ven y vive la experiencia LUCKY.","Miraflores, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-senior-azure-grupo-lucky-1116744016.html
Analista Programador PHP,"Métrica Andina es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
Por encargo de nuestro cliente, nos encontramos en la búsqueda de un Analista Programador PHP
Requisitos:
Experiencia realizando programación en PHP (Mínimo 4 años de experiencia)
Experiencia utilizando Laravel y Oracle
Beneficios:
Planilla desde el primer día con todos los beneficios acorde a ley.
Remuneración fija superior al mercado.
Seguro Vida Ley.
Participar de un programa de reconocimiento.
Buen clima laboral
Convenios educativos, descuentos en centros comerciales, recreativos, etc.
Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.
En Métrica Andina estamos comprometidos con la inclusión, diversidad y equidad de género. Por ello, los procesos de selección buscan asegurar la igualdad de derechos y oportunidades.
¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad! #ChambeaenMétrica","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-php-metrica-andina-1116740816.html
Desarrollador Mobile,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador Mobile
Requisitos:
Universitario titulado, Universitario egresado, Universitario Bachiller, Técnico Egresado o Técnico Titulado. -
Experiencia mínima de 4 años en trabajos con funciones similares o afines (indispensable).
Conocimiento sobre desarrolo de código seguro (indispensable).
Conocimientos con arquitecturas como MVVM, MVP o Clean (indispensable).
Conocimientos básicos de integración y despliegue continuo (CI/CD) (indispensable).
Conocimientos en diseño responsivo y buenas prácticas de UX/UI (indispensable).
Experiencia en el sector público (deseable).
Requisitos Técnicos:
Experiencia mínima de 2 a 4 años desarrollando en aplicaciones móviles en Android (indispensable).
Experiencia mínima de 2 a 4 años en Kotlin (obligatorio).
Experiencia con Java y Angular 17 (indispensable).
Experiencia con bases de datos como: MS SQL Server y Postgre SQL (indispensable).
Competencia:
Comunicación asertiva.
Proactivo.
Trabajo en equipo.
Beneficios:
Planilla completa.
EPS (Opcional).
Oportunidad de línea de carrera.","Cercado De Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-mobile-software-enterprise-services-s.a.c.-1116748226.html
Analista de Software de Integración y Soluciones Digitales,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista de Software de Integración y Soluciones Digitales para la ciudad de Lima.
Funciones:
Desarrollar, implementar y dar soporte a las aplicaciones o sistemas asignados a su cargo.
Contribuir activamente con la labor de soporte de terceros proveedores de sistemas a cargo del área.
Contribuir con el equipo de Calidad en la preparación de los scripts, así como en la realización de las pruebas unitarias de los productos desarrollados y modificados antes de su pase a certificación con el fin de lograr el más alto índice de confiabilidad.
Coordinar con las áreas correspondientes las pruebas, certificaciones y puesta en producción de los programas y aplicativos a su cargo.
Garantizar la integridad y confidencialidad del contenido y situación de los programas que le sean asignados para su modificación o revisión, cumpliendo estrictamente las normas y políticas de seguridad establecidas por la empresa.
Actualizar la documentación de los cambios que se efectúen en el software de los aplicativos a su cargo.
Atender las incidencias reportadas por las áreas internas de la empresa.
Evaluar nuevas tecnologías de software para su posible implementación en nuestros sistemas.
Requisitos indispensables:
Técnico/Profesional egresado/a de Ingeniería de Sistemas, Software o carreras afines con mínimo 3 años de experiencia comprobada en roles similares.
Desarrollo de API REST en Java.
Spring MVC.
Spring Boot.
MySQL.
Requisitos deseables:
Linux (manejo de comandos en la terminal).
Informix.
Beneficios:
Modalidad: Híbrida - 4 veces por semana en oficina, 1 en teletrabajo - (9 a 7pm) - Miraflores
Oportunidades de crecimiento y desarrollo profesional.
Planilla directa con el cliente con todos los beneficios de ley.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Miraflores, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-de-software-de-integracion-y-soluciones-digitales-manpowergroup-peru-1116743410.html
Developer Java Sr.,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow. Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo. ¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito! Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!","San Isidro, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/developer-java-sr.-inetum-peru-1116741562.html
Desarrollador Backend AWS,"Entelgy Perú se estableció en 2014. En este breve periodo de tiempo ya ha conseguido, gracias a su experiencia internacional, grandes proyectos en distintos rubros, como en empresas de Distribución, Telecomunicaciones, Banca, Energía e Industria. Mantiene alianzas con organizaciones innovadoras y fabricantes líderes del sector con el fin de aportar más valor añadido y soluciones completas a las necesidades de sus clientes. Es partner de grandes fabricantes internacionales como SAP / OpenText, Liferay, Infovista, Qlikview, TTGuide.
DÉJANOS CONTARTE LO QUE NOS HACE GENUINE
Buscamos profesionales que quieran reinventarse cada día, que enfrentarse a los retos vaya en su ADN y que sientan pasión por trabajar con la tecnología/ciberseguridad. Esto nos hace únicos, diferentes y auténticos.
¿QUÉ ESTAMOS BUSCANDO?
Estamos en la búsqueda de profesionales con experiencia como Analista Desarrollador Backend, con conocimiento en AWS
Funciones:
Análisis de componentes y participación en el ciclo de vida de desarrollo de software (indispensable).
Coordinación con diferentes actores para la construcción de piezas de software.
Requisitos:
Competencia técnica de OOP, patrones de diseño de software, buenas prácticas de desarrollo y puede diseñar una aplicación por sí solo en un lenguaje de alto nivel.
Competencia técnica de desarrollo API REST bajo un marco de programación como: SpringBoot, Express.JS, Nest.JS, etc.
Competencia técnica en administrar el código con git: versionar, ramas, rebase, integrar commits a una rama a través de Pull Request y code review.
Competencia técnica en diseño, creación y ejecución de pruebas unitarias de los componentes creados.
Competencia técnica en desarrollo de servicios con BBDD relacionales y/o no relaciones.
Competencia técnica en infraestructura OnCloud.
Competencia técnica de gestión de paquetes y versiones.
Competencia técnica en Javascript, WebServices, AWS. Opcional: Java, Python, TypeScript.
Competencia técnica en prácticas de seguridad.
PORQUE EN ENTELGY TODO COMIENZA CONTIGO
Únicos, Reales, Auténticos, Diferentes……
Somos 100% GENUINE.
Nuestra cultura se vive en el día a día, somos como una gran familia y formamos Entelgy Family, donde podrás participar en diferentes actividades, eventos, retos y mucho más. También tenemos un conjunto de iniciativas orientadas a potenciar que tengas una vida sana y equilibrada, nuestro compromiso de contribuir a nuestra sociedad con iniciativas para el Cuidado del medio ambiente, Voluntariado comunitario, Sensibilización sobre personas vulnerables, etc. Health & Wellness, Responsabilidad Social, Programa para el Cuidado del Medio Ambiente.
ASÍ ES COMO PONEMOS TODO NUESTRO TALENTO EN POTENCIAR EL TUYO
Ven para formar parte de nuestro equipo, y descubre que no es sólo lo que hacemos, sino cómo lo hacemos. ¡Atrévete a vivir una experiencia Genuine!
Proyectos retadores para grandes clientes: Trabajarás en proyectos de gran relevancia para nuestros clientes, junto a un gran equipo de profesionales desde el primer día.
Un progreso acelerado: Tu crecimiento estará garantizado y potenciado. Vamos contigo en lo que necesites.
Beneficios
Incorporación a una empresa trasnacional con excelente clima laboral y todos los beneficios de Ley.
Desarrollo de línea de carrera con grandes clientes en Perú y otros países.
Acceso a nuestra universidad corporativa Entelgy College con capacitaciones constantes.
Acceso a nuestro Programa Certificate para que nuestros profesionales puedan utilizarlo para una o dos certificaciones, de IT o de Idiomas, al año.
Beneficio de descuentos con convenios con instituciones académicas en Post grado, maestría y MBA.
Seguro de salud privado (EPS) cubierto al 100%
Seguro Vida Ley.","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-backend-aws-entelgy-1116748440.html
Junior Fullstack developer,"Actividades y Responsabilidades
En búsqueda de desarrolladores junior para trabajar en desarrollo Front end y backend. Se requiere conocimientos sólidos en TypeScript y React, así como comprensión del inglés ya que los clientes son extranjeros. El conocimiento en programación funcional también es bienvenido.
Requisitos
Conocimiento de inglés y de las tecnologías mencionadas.
Para postularse, haga clic en el siguiente enlace:
https://westpoint.airtec.ai/render/junior-fullstack-developer-qh-rv7","Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/junior-fullstack-developer-westpoint-software-solutions-1116746906.html
Desarrollador Mobile React Native,"Somos Fractal Soluciones TI, una empresa peruana de consultoría en Gestión de Tecnología de la Información con más de 11 años en el mercado y con más de 70 clientes que confían en nosotros.
Nos encontramos en búsqueda de un talento para el cargo de 2 Desarrolladores Mobile React Native para colaborar en modalidad híbrida con uno de nuestros clientes del sector bancario para un proyecto de 2 meses con el siguiente perfil:
Requisitos
Formación Universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
3 a 5 años de experiencia desarrollando aplicaciones móviles con React Native CLI.
Dominio de Javascript, Typescript y Git.
Pruebas unitarias con JEST y de integración.
Conocimientos de debugging en dispositivos y emuladores.
Manejos de estados como Redux, Context API, Hooks y patrones de diseño para componentes.
Sólidos conocimientos con patrones de desarrollo y estilos de arquitectura (Clean Architecture, DDD, CQRS, Microservicios), arquitectura Limpia.
Conocimientos en patrones de diseño: creacionales, estructurales y de comportamiento.
Beneficios
Capacitación AWS
Descuentos corporativos
Actividades de bienestar y más...
¡Somos tecnología, somos experiencia, somos FRACTAL!","San Isidro, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-mobile-react-native-fractal-soluciones-it-1116734270.html
Analista de Programación,"Somos una empresa peruana que ofrece productos y servicios innovadores, y te acompaña cada día en el crecimiento de tu negocio. Llegamos en Agosto 2018 para cambiar lo que no tiene sentido en la industria de medios de pago. ¡Ya era hora de aceptar todas las marcas de tarjetas en un solo equipo y hacerte la vida más fácil!
¡Somos Izipay! La red multimarca más grande del país, ¡estamos revolucionando el mercado de pagos! Con la meta de hacer crecer por x4 nuestro número de comercios atendidos, necesitamos reforzar nuestro equipo con personas como tú. ¡Ven a sumarte a este desafío como Analista de programación.
¿Cuáles serán tus responsabilidades?
Diseñar soluciones técnicas, detallar la arquitectura de solución técnica y con ello especificar las tareas detallas que asignará al equipo ténico.
Desarrollar la solución, implementar lo planeado tecnicamente, y alinear el desarrollo del equipo designado.
Coordinación y validación de los desarrollos, revisar periodicamente todo el desarrollo y probarlo, asegurando el correcto funcionamiento de las operaciones tecnicas comprometidas en fecha.
Capacitar al equipo, potenciar al equipo en temas técnicos actuales o nuevos, asi como en las soluciones actuales.

Requisitos:
¿Cómo saber que este puesto es para ti?
Universiatario o tecnico gradudado de Ingeniería de sistemas, informática, afines
Experiencia minima de 03 años de experiencia
Lenguajes de Programación: Conocimiento de lenguajes Netcore.
Bases de Datos: Experiencia con bases de datos relacionales (SQL).
APIs: Habilidad para diseñar y consumir APIs RESTful.
Seguridad: Conocimiento de prácticas de seguridad para proteger datos y aplicaciones.
HTML/CSS: Conocimiento profundo de HTML y CSS para estructurar y diseñar páginas web.
JavaScript: Dominio de JavaScript y frameworks/librerías como React.
Responsive Design: Habilidad para crear diseños compatobles con diferentes dispositivos y tamaños de pantalla.
UX/UI: Comprensión de los principios de diseño de experiencia de usuario (UX) e interfaz de usuario (UI).
Si cumples con todos estos requisitos ¡Únetenos

Beneficios
¿Qué te ofrecemos?
Un paquete de beneficios competitivo que complementará tu remuneración:
Tarjeta de alimentación.
Cobertura EPS y cobertura oncológica.
Un excelente clima laboral.
La oportunidad de trabajar con los mejores del mercado.
Beneficios Intercorp y más.","Miraflores, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-de-programacion-izipay-1116740439.html
Analista programador .Net,"PROTIVITI es una firma de consultoría global que asiste a las empresas solucionando problemas en las áreas de finanzas, tecnología, operaciones, gobierno corporativo, riesgos, auditoría interna y procesos de selección.
Puedes conocer más de nosotros aquí: https://protivitiperu.com/
En esta oportunidad, nos encontramos en búsqueda de un(a) Programador .Net que cumpla con lo siguiente:
Requisitos:
Estudios en Ingeniería de Sistemas, Software, Ciencias de la Computación.
Experiencia de 2 a 3 años en proyectos NET, .NET CORE y Angular
Experiencia en Base de datos SQL Server, My SQL
Condiciones:
Proyecto por 2 mese (renovable 1 mes)
Híbrido (1 vez por semana en sede del callao).
Pago en planilla con todos los beneficios de ley.
EPS cubierto parcialmente
Equipos y capacitación
Lunes a viernes de 9am a 6pm","Callao, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/analista-programador-.net-protiviti-peru-1116750076.html
Desarrollador Fullstack,"🚀 ¡Conócenos y únete a Zenta! 😁✨
Somos Zenta, una aceleradora de tecnología que impulsa la innovación y el desarrollo de soluciones tecnológicas de alto impacto. Como partners oficiales de Google, AWS, Microsoft y monday.com, llevamos más de 16 años en el mercado, contando con un equipo de +300 talentos en más de 17 países. 🌎✨
💡 Creemos en la diversidad e inclusión como pilares clave para transformar el futuro de la tecnología. Nuestro compromiso con el bienestar de nuestro equipo nos ha llevado a ser reconocidos en 2024 como una de las 10 empresas más felices para trabajar en Chile, según el ranking Building Happiness y EFY.📢 ¡Estamos en búsqueda de un Developer Full Stack! 👩🏽‍💻👨🏻‍💻
🤝 En Zenta, todos son bienvenidos. Hoy nos encontramos en la búsqueda de perfiles para nuestra gran base activa donde en el caso de contar con iniciativas nos contactaremos contigo.
📌 Objetivo del rol:
Serás parte del desarrollo de soluciones tecnológicas integrales, participando en todas las etapas del ciclo de vida del software, desde la conceptualización hasta la optimización. Incluye la construcción y mantenimiento de sistemas eficientes, escalables y seguros, contribuyendo a la definición de arquitecturas y automatización de procesos. Además de buenas prácticas de desarrollo y aporta una visión estratégica para resolver desafíos complejos y evolucionar proyectos.
⚡ ¿Cuáles serán tus retos?
Diseñar e implementar soluciones tecnológicas integrales, desde la experiencia de usuario hasta la gestión de datos, alineadas con la arquitectura definida.
Desarrollar servicios backend e integraciones, asegurando la protección de datos y cumpliendo con las validaciones previas del equipo.
Diseñar y optimizar bases de datos escalables y seguras, garantizando eficiencia y cumplimiento de los requisitos del proyecto.
Asegurar el funcionamiento adecuado de las aplicaciones en frontend y backend, manteniendo la calidad y el rendimiento.
Proponer soluciones de mantenimiento y mejora continua, optimizando los sistemas para un funcionamiento eficiente.
Trabajar con equipos multidisciplinarios para alinear objetivos técnicos con las necesidades del negocio y guiar las decisiones estratégicas.
🔧 Requisitos del cargo:
Experiencia de 2-4 años como Desarrollador Fullstack.
Experiencia en Javascript => NodeJs, Angular, NextJS
Experiencia en BD relacionales y no relacionales como Redis y Postgress
Experiencia en desarrollo de API’s y Microservicios
Conocimiento en metodologías ágiles
Conocimiento en versionamiento y pipelines
Deseable conocimiento en patrones de desarrollo
🌍 Idioma: Inglés (ideal).
💼 Modalidad:
100% remoto
Full-time Lunes a Viernes
🎁 Sorpresas que tenemos para ti:
📌Acceso a Beneficios Flexibles.
📌Formación en Cloud (AWS / GCP) u otros.
📌Facilitamos además la accesibilidad y adaptaciones necesarias para personas en situación de discapacidad.
¿Te animas a crecer junto a nosotros y acelerar los negocios?
🏎 ¡Te esperamos! Envíanos tu cv actualizado, para sumarlo a nuestra base activa.
🔗 Postula ahora o etiqueta a alguien que pueda estar interesado/a!","Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-1116744681.html
FullStack Senior,"Métrica Andina es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
Por encargo de nuestro cliente nos encontramos en la búsqueda de FullStack Senior
Requisitos:
6 años en el cargo de FullStack.
Experiencia Senior en C#, JS, CSS, ASP Netcore, React Js y Next js.
Poder asistir hibrido en Miraflores.
Beneficios
Participar de un programa de reconocimiento.
Buen clima laboral
Convenios educativos, descuentos en centros comerciales, recreativos, etc.
Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.
En Métrica Andina estamos comprometidos con la inclusión, diversidad y equidad de género. Por ello, los procesos de selección buscan asegurar la igualdad de derechos y oportunidades.
¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad!. #ChambeaenMétrica","Miraflores, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/fullstack-senior-metrica-andina-1116745064.html
Analista programador .Net - Híbrido,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.
Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista programador .NET.
REQUISITOS:
Bachiller en Ingeniería de Sistemas, Informática o carreras afines.
3 años de experiencia desarrollando aplicaciones .net.
3 años de experiencia desarrollando aplicaciones cliente- servidor con Visual Studio 2013.
2 años de experiencia desarrollo de base de datos en PLSQL.
Creación de tablas, vistas, procedimientos almacenados, índices.
1 año de experiencia levantando información para la atención de requerimientos.
FUNCIONES:
Realizar análisis y diseño de sistemas nuevos, mejoras a sistemas existentes y mantenimiento a aplicaciones y procesos en producción para los sistemas de la empresa, de acuerdo a los procedimientos técnicos, operativos y de seguridad establecidos.
BENEFICIOS:
Pertenecer al grupo América Móvil.
Sueldo en planilla 100% desde el primer día, con todos los beneficios de ley.
EPS cubierta al 50% (opcional).
Convenios corporativos.
“Global Hitss mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”.
¡Te invitamos a revisar nuestra página web: http://www.globalhitss.com/","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-programador-.net-hibrido-global-hitss-1116734371.html
"Documentador / Ingeniería de Sistemas, Software, Computación, Telecomunicaciones y Electrónica.","Empresa que brinda diversos servicios especializados en consultorías para entidades públicas y privadas está en la búsqueda de profesionales que cumplan con los siguientes requisitos:
Bachiller o Título universitario en Ingeniería de Sistemas o Ingeniería de Software o Ingeniería de Computación o Ingeniería Informática o Ingeniería telecomunicaciones o Ingeniería electrónica o Ingeniero de sistemas e informática o Ingeniería Empresarial y de Sistemas.
Experiencia general: No menor a tres (03) años de experiencia laboral dos (02) años desempeñando funciones como Documentador.
Cursos o talleres o capacitaciones como mínimo 24 horas en:
Modelado UML (Unified Modeling Language) y/o Análisis de Procesos de Negocio con UML y/o BPMN (Business Process Model and Notation).
Descripción del Servicio:
Funciones: Redactar el documento de análisis de sistemas para el submódulo de seguridad para contribuyentes, elaborar el manual de usuario correspondiente a dicho submódulo, validar el estándar de los documentos generados sobre el sistema y la documentación de usuario, mantener el control y la organización del repositorio de documentos asignados a los módulos, entre otras tareas.
Contrato por Locación de Servicios por un periodo de 270 días calendario.
Horario Lunes - Viernes de 8:00 a 18:00 hrs.
Los postulantes que cumplan con el perfil adjuntar su CV documentado con los requisitos del puesto.
El incumplimiento de alguno de los requisitos, es excluyente. ABSTENERSE DE POSTULAR EN CASO NO CUENTEN CON TODOS LOS REQUISITOS.","Cercado De Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/documentador-ingenieria-de-sistemas-software-computacion-telecomunicaciones-y-electronica.-segyco-sac-1116735636.html
Programador ABAP / Preencial,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador ABAP para el sector de consumo masivo para la ciudad del Callao.
Requisitos:
Profesional de ingeniería de sistemas o afines.
Experiencia de 2 años con:
Programación ABAP
Indispensable experiencia en programación BTP.
Certificado en ABAP o BTP
Funciones
Desarrollar y mantener aplicaciones ABAP en el entorno SAP, implementando integraciones entre sistemas SAP y aplicaciones externas mediante SAP BTP.
Optimizar el rendimiento y la escalabilidad de soluciones ABAP, así como crear aplicaciones personalizadas y extensiones en SAP
Proporcionar soporte técnico y mantenimiento de soluciones ABAP y BTP, elaborando la documentación técnica correspondiente.
Asegurar el cumplimiento de estándares de calidad y normativas de seguridad en las soluciones desarrolladas.
Beneficios
Participar de Proyectos retadores para una de las empresas del sector tecnológico mas importantes, líder en su rubro.
Contrato renovable
Planilla completa
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Callao, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-abap-preencial-manpowergroup-peru-1116731647.html
Desarrollador Fullstack Java Ssr,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador Fullstack Java, para el sector logístico en la ciudad de Lima.
Requisitos para el puesto:
Egresados universitarios o técnicos de Ingeniería de sistemas, con especialidad en ingeniería de software o a fines.
Experiencia de 2 años trabajando en el rol de Programador Fullstack.
Skills Técnico:
Experiencia sólida en desarrollo con Java y Spring Boot.
Experiencia en frontend: Angular (1 año)
Conocimientos en bases de datos relacionales. Motores: PostgreSQL, Mysql o SQL Server.
Conocimiento de Docker.
Conocimiento de Postman y Jenkins.
Conocimientos en Reporteria con Jasper Report.
Conocimiento de Bitbucket, Devops.
Te ofrecemos:
Oportunidad de línea de carrera.
Modalidad Presencial (Movilidad ida y vuelta)
Beneficios corporativos.
EPS 100%
Planilla directa con el cliente con todos los beneficios de ley.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-java-ssr-manpowergroup-peru-1116743448.html
