rank,points,hack_count,participant_type,member_handles,problem_A_points,problem_A_penalty,problem_A_rejected,problem_B_points,problem_B_penalty,problem_B_rejected,problem_C_points,problem_C_penalty,problem_C_rejected,problem_D_points,problem_D_penalty,problem_D_rejected,problem_E_points,problem_E_penalty,problem_E_rejected,problem_F_points,problem_F_penalty,problem_F_rejected,problem_G_points,problem_G_penalty,problem_G_rejected
5150,2.0,0,CONTESTANT,cramus,1.0,0,0,1.0,0,2,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,VIRTUAL,maynxx04,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,quynhit,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,AH_lusho,1.0,0,0,1.0,0,1,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,hashtagged,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,DEtermination21,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,Mr-Biswas,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,NewJeans,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,JoNTy_357,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,Imron.S,1.0,0,0,1.0,0,1,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,vivekmaurya,1.0,0,0,1.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,atomworkplace1234,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,-archit-,1.0,0,0,1.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,VIRTUAL,angkaberapa,1.0,0,1,1.0,0,1,0.0,0,0,0.0,0,8,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,amitchaurasiya10279,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,BhideMaster,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,Satyanshu111,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,MN3M,1.0,0,0,1.0,0,2,0.0,0,5,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,dwijaa,1.0,0,0,1.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,piyush_joshi,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,MeteorYe,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,13,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,manan_ms,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,asitis,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5150,2.0,0,CONTESTANT,ionize13,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,O.M.G,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,shitscared,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,MytHz1,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,sharabhagrawal25,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,uttamkumarreddy123,1.0,0,0,1.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,maheshkarhale03,1.0,0,0,1.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,Titan_2003,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Md_Faique_Ibrahimi,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Ujjwal_jaggarwal,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,QianSui,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Akhmadzhanov,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,snake_wing,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,vampire2004,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,defeatedloser,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,TahsinArafat,1.0,0,0,1.0,0,3,0.0,0,5,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,na_ru_to,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Hitesh10,1.0,0,0,1.0,0,2,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,ILoveMyKoalasAndBears,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,g-agan,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,bigDeyta,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,amod_24,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,miguel_ag315,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,Nyemot,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,ravik1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,mittaludit236,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,LazurAndras,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,LokEnce333,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,MrLeast,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,harshagr0110,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Malav_Sanghvi,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Mhmud_Sameh24,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,qinglu09,1.0,0,0,1.0,0,3,0.0,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Dif1rent,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,GANGSTEROJ,1.0,0,1,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,rk_karthik,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,waitforme,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,Tenryon,1.0,0,0,1.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,kishan.ved,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,1day_89,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,awcyvan,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,inf02,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,sfiisf,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,neatHyperTxt,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,arshilyusuf,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,CONTESTANT,ayush91003,1.0,0,0,1.0,0,1,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5220,2.0,0,VIRTUAL,_Code_Demon_,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Bartwal,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,AdityaLuthra,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,cefegent,1.0,0,0,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,rajpatel2619,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,phnxfr,1.0,0,0,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Arriveddd,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,VIRTUAL,hardhacker17,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,HD21brightest,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,vagabond1202,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,manikanta_01,1.0,0,0,1.0,0,2,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,AceTaffy812,1.0,0,0,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Aword,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,atoh_ihan,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,MKasirloo,1.0,0,0,1.0,0,2,0.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Ectonurite,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,martensite,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,kodexs,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Ramos-San,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,bishalkediadgp,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,pj11,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,amar_13,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,OP.Pandu,1.0,0,0,1.0,0,2,0.0,0,10,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Kelecyrrr,1.0,0,0,1.0,0,2,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,VIRTUAL,Kartheek_4444,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,akohj,1.0,0,0,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,echen9870,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Shinchan12,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,lingchen107,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,aloo,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,COME___BACK,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,deepakgoswami0552,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,tashya_aryan,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,nipun753,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,A-yang,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Ranjith_J,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,kj1809,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,srikar2429,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,VIRTUAL,Shy_am,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,0nmYWaY,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,awqssl,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,1_Erkanat_1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,VIRTUAL,harshith__98,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,NaughtyGuy2025,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Al_Faiaj_Anon,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,tudorr_1,1.0,0,0,1.0,0,2,0.0,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,bobby222222222,1.0,0,0,1.0,0,2,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,truth,1.0,0,0,1.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,xzqyn,1.0,0,0,1.0,0,3,0.0,0,10,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,Satvik_Rao,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,anjurao,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,TomaHawk04,1.0,0,0,1.0,0,0,0.0,0,9,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,dr.doom007,1.0,0,0,1.0,0,2,0.0,0,4,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0
5266,2.0,0,CONTESTANT,_lakshita_,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,AkramKhan,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Rajiun_nabi,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,_xguagua_Firefly_,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,84CK83NCHER,1.0,0,0,1.0,0,2,0.0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,mamikonm1,1.0,0,0,1.0,0,1,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Yash1290,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Lan_Fa,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,13,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,_moonknight_,1.0,0,0,1.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,cobwebsinvagina,1.0,0,0,1.0,0,1,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,amilion,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,ds_13,1.0,0,0,1.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,nithiin,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,nr_p,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Pankaj777,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,trucoanhnguyen2302,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,zhongwenzhen,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,DxKinG,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,LostProthoma,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,VIRTUAL,Kuoy,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,codehunter123,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,BROVER29,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,YuezhengLingOvO,1.0,0,1,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,_KingBob_,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,yury,1.0,0,0,1.0,0,2,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,saumishra24,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,AGENT-007,1.0,0,0,1.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,akshatpratapsingh2022,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,jevesh2905,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,MahmoudKhater,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,-Sterben-,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,yuyuiiiii,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,tognoek,1.0,0,0,1.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,bg16,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,_mascot,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,insinerate818,1.0,0,0,1.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,VIRTUAL,ccj51,1.0,0,0,1.0,0,5,0.0,0,0,0.0,0,7,0.0,0,1,0.0,0,1,0.0,0,2
5319,2.0,0,CONTESTANT,ColdestKyurem,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,aayushkuloor,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Isakhan,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Vingw009,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,random_1_guy,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Rakshit_1,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,tejdeepthumma,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Jia.,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Muhammad_Osama_Fahim,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,TERRA2k5,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,AloWarshik,1.0,0,0,1.0,0,2,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,karthikeya48,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5319,2.0,0,CONTESTANT,Code_era_yug,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
